SpStock,Ocean,Species,Year,medianFratio,Group,GL,meanFgl,Fstatus_meanFgl,Weights_MSY,Fstatus_species_meanFgl10
MLS Western and Central North Pacific,Pacific,MLS,1974,2.237,Billfishes,5,2.0504,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1975,2.33,Billfishes,5,2.1436,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1976,2.42,Billfishes,5,2.2362,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1977,2.65,Billfishes,5,2.3562,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1978,2.28,Billfishes,5,2.3834,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1979,1.28,Billfishes,5,2.192,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1980,1.57,Billfishes,5,2.04,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1981,2.25,Billfishes,5,2.006,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1982,1.82,Billfishes,5,1.84,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1983,1.13,Billfishes,5,1.61,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1984,1,Billfishes,5,1.554,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1985,1.05,Billfishes,5,1.45,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1986,1.62,Billfishes,5,1.324,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1987,1.25,Billfishes,5,1.21,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1988,1.68,Billfishes,5,1.32,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1989,1.27,Billfishes,5,1.374,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1990,1.08,Billfishes,5,1.38,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1991,1.08,Billfishes,5,1.272,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1992,1,Billfishes,5,1.222,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1993,1.43,Billfishes,5,1.172,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1994,2.13,Billfishes,5,1.344,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1995,2.7,Billfishes,5,1.668,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1996,2.58,Billfishes,5,1.968,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1997,2.08,Billfishes,5,2.184,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1998,2.5,Billfishes,5,2.398,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,1999,2.78,Billfishes,5,2.528,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2000,2.77,Billfishes,5,2.542,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2001,2.85,Billfishes,5,2.596,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2002,1.97,Billfishes,5,2.574,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2003,2.47,Billfishes,5,2.568,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2004,1.7,Billfishes,5,2.352,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2005,1.57,Billfishes,5,2.112,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2006,1.87,Billfishes,5,1.916,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2007,1.27,Billfishes,5,1.776,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2008,1.78,Billfishes,5,1.638,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2009,1.6,Billfishes,5,1.618,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2010,1.58,Billfishes,5,1.62,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2011,1.85,Billfishes,5,1.616,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2012,1.77,Billfishes,5,1.716,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2013,1.43,Billfishes,5,1.646,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2014,1.05,Billfishes,5,1.536,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2015,1.03,Billfishes,5,1.426,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2016,0.85,Billfishes,5,1.226,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2017,1.33,Billfishes,5,1.138,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2018,1.33,Billfishes,5,1.118,Overfishing,4946,Overfishing
MLS Western and Central North Pacific,Pacific,MLS,2019,1.33,Billfishes,5,1.174,Overfishing,4946,Overfishing
OCS Western Pacific,Pacific,OCS,1950,0,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1951,0.034,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1952,0.068,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1953,0.103,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1954,0.137,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1955,0.171,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1956,0.205,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1957,0.24,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1958,0.274,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1959,0.308,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1960,0.342,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1961,0.376,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1962,0.411,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1963,0.445,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1964,0.479,Sharks,16,0,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1965,0.513,Sharks,16,0.256625,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1966,0.548,Sharks,16,0.290875,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1967,0.582,Sharks,16,0.325125,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1968,0.616,Sharks,16,0.359375,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1969,0.65,Sharks,16,0.3935625,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1970,0.684,Sharks,16,0.42775,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1971,0.719,Sharks,16,0.462,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1972,0.753,Sharks,16,0.49625,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1973,0.787,Sharks,16,0.5304375,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1974,0.821,Sharks,16,0.564625,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1975,0.856,Sharks,16,0.598875,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1976,0.89,Sharks,16,0.633125,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1977,0.924,Sharks,16,0.667375,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1978,0.958,Sharks,16,0.7015625,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1979,0.992,Sharks,16,0.73575,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1980,1.027,Sharks,16,0.77,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1981,1.061,Sharks,16,0.80425,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1982,1.095,Sharks,16,0.8384375,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1983,1.129,Sharks,16,0.872625,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1984,1.164,Sharks,16,0.906875,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1985,1.198,Sharks,16,0.941125,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1986,1.232,Sharks,16,0.975375,Not Overfishing,1,Not Overfishing
OCS Western Pacific,Pacific,OCS,1987,1.266,Sharks,16,1.0095625,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1988,1.3,Sharks,16,1.04375,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1989,1.335,Sharks,16,1.078,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1990,1.369,Sharks,16,1.11225,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1991,1.403,Sharks,16,1.1464375,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1992,1.437,Sharks,16,1.180625,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1993,1.472,Sharks,16,1.214875,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1994,1.506,Sharks,16,1.249125,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1995,1.54,Sharks,16,1.283375,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1996,1.85,Sharks,16,1.3348125,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1997,1.22,Sharks,16,1.34475,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1998,2.99,Sharks,16,1.4631875,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,1999,4.15,Sharks,16,1.652,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2000,3.06,Sharks,16,1.7705,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2001,7.62,Sharks,16,2.171875,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2002,5.01,Sharks,16,2.408,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2003,3.69,Sharks,16,2.5595,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2004,6.59,Sharks,16,2.890125,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2005,3.14,Sharks,16,3.0029375,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2006,4.36,Sharks,16,3.189875,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2007,3.28,Sharks,16,3.3071875,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2008,4.16,Sharks,16,3.477375,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2009,5.81,Sharks,16,3.7485,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2010,6.34,Sharks,16,4.050625,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2011,10.04,Sharks,16,4.581875,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2012,7.02,Sharks,16,4.905,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2013,3.8,Sharks,16,5.06625,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2014,3.67,Sharks,16,5.10875,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2015,4.09,Sharks,16,5.105,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2016,3.35,Sharks,16,5.123125,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2017,3.35,Sharks,16,4.85625,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2018,3.35,Sharks,16,4.7525,Overfishing,1,Overfishing
OCS Western Pacific,Pacific,OCS,2019,3.35,Sharks,16,4.73125,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1950,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1951,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1952,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1953,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1954,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1955,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1956,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1957,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1958,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1959,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1960,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1961,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1962,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1963,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1964,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1965,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1966,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1967,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1968,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1969,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1970,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1971,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1972,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1973,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1974,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1975,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1976,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1977,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1978,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1979,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1980,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1981,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1982,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1983,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1984,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1985,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1986,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1987,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1988,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1989,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1990,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1991,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1992,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1993,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1994,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1995,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1996,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1997,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1998,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,1999,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2000,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2001,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2002,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2003,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2004,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2005,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2006,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2007,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2008,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2009,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2010,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2011,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2012,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2013,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2014,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2015,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2016,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2017,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2018,NA,Billfishes,5,NA,Overfishing,1,Overfishing
PBF Pacific,Pacific,PBF,2019,NA,Billfishes,5,NA,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1950,2.485,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1951,2.315,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1952,2.29,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1953,2.175,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1954,2.02,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1955,2.055,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1956,1.805,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1957,2.422,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1958,2.821,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1959,2.986,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1960,3.15,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1961,3.135,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1962,1.865,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1963,0.74,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1964,0.85,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1965,0.865,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1966,0.885,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1967,1.045,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1968,1.445,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1969,1.98,Sharks,20,1.9667,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1970,0.98,Sharks,20,1.89145,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1971,2.285,Sharks,20,1.88995,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1972,3.395,Sharks,20,1.9452,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1973,2.23,Sharks,20,1.94795,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1974,1.735,Sharks,20,1.9337,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1975,2.65,Sharks,20,1.96345,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1976,2.915,Sharks,20,2.01895,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1977,2.14,Sharks,20,2.00485,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1978,2.7,Sharks,20,1.9988,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1979,3.48,Sharks,20,2.0235,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1980,3.365,Sharks,20,2.03425,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1981,3.1,Sharks,20,2.0325,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1982,1.05,Sharks,20,1.99175,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1983,2.77,Sharks,20,2.09325,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1984,1.775,Sharks,20,2.1395,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1985,1.43,Sharks,20,2.16775,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1986,1.385,Sharks,20,2.19275,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1987,1.265,Sharks,20,2.20375,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1988,1.745,Sharks,20,2.21875,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1989,1.445,Sharks,20,2.192,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1990,2.115,Sharks,20,2.24875,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1991,1.48,Sharks,20,2.2085,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1992,2.01,Sharks,20,2.13925,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1993,2.465,Sharks,20,2.151,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1994,3.38,Sharks,20,2.23325,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1995,2.54,Sharks,20,2.22775,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1996,1.48,Sharks,20,2.156,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1997,1.53,Sharks,20,2.1255,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1998,1.27,Sharks,20,2.054,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,1999,1.445,Sharks,20,1.95225,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2000,1.95,Sharks,20,1.8815,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2001,1.755,Sharks,20,1.81425,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2002,2.08,Sharks,20,1.86575,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2003,1.48,Sharks,20,1.80125,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2004,2.025,Sharks,20,1.81375,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2005,1.275,Sharks,20,1.806,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2006,1.02,Sharks,20,1.78775,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2007,1.39,Sharks,20,1.794,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2008,0.975,Sharks,20,1.7555,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2009,0.955,Sharks,20,1.731,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2010,0.955,Sharks,20,1.673,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2011,0.955,Sharks,20,1.64675,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2012,0.955,Sharks,20,1.594,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2013,0.955,Sharks,20,1.5185,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2014,0.955,Sharks,20,1.39725,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2015,0.955,Sharks,20,1.318,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2016,0.955,Sharks,20,1.29175,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2017,0.955,Sharks,20,1.263,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2018,0.955,Sharks,20,1.24725,Overfishing,1,Overfishing
POR Northeast Atlantic,Atlantic,POR,2019,0.955,Sharks,20,1.22275,Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1950,0,Sharks,20,0,Not Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1951,0.171,Sharks,20,0,Not Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1952,0.342,Sharks,20,0,Not Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1953,0.513,Sharks,20,0,Not Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1954,0.684,Sharks,20,0,Not Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1955,0.855,Sharks,20,0,Not Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1956,1.025,Sharks,20,0,Not Overfishing,1,Overfishing
POR Northwest Atlantic,Atlantic,POR,1957,1.196,Sharks,20,0,Not Overfishing,1,Overfishing
