SpStock,Ocean,Species,Year,medianFratio,Group,GL,meanFgl,Fstatus_meanFgl,Weights_MSY,Fstatus_species_meanFgl10
ALB South Atlantic,Atlantic,ALB,1998,1.205,Tunas,8,1.095625,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,1999,1.105,Tunas,8,1.13375,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2000,1.275,Tunas,8,1.14625,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2001,1.7,Tunas,8,1.2175,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2002,1.575,Tunas,8,1.253125,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2003,1.465,Tunas,8,1.305625,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2004,1.15,Tunas,8,1.31375,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2005,0.86,Tunas,8,1.291875,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2006,1.165,Tunas,8,1.286875,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2007,0.93,Tunas,8,1.265,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2008,0.81,Tunas,8,1.206875,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2009,0.905,Tunas,8,1.1075,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2010,0.75,Tunas,8,1.004375,Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2011,0.9,Tunas,8,0.93375,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2012,0.915,Tunas,8,0.904375,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2013,0.675,Tunas,8,0.88125,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2014,0.45,Tunas,8,0.791875,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2015,0.45,Tunas,8,0.731875,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2016,0.45,Tunas,8,0.686875,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2017,0.45,Tunas,8,0.63,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2018,0.45,Tunas,8,0.5925,Not Overfishing,25901,Not Overfishing
ALB South Atlantic,Atlantic,ALB,2019,0.45,Tunas,8,0.53625,Not Overfishing,25901,Not Overfishing
ALB South Pacific,Pacific,ALB,1950,0,Tunas,8,0,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1951,0.008,Tunas,8,0,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1952,0.016,Tunas,8,0,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1953,0.024,Tunas,8,0,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1954,0.032,Tunas,8,0,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1955,0.04,Tunas,8,0,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1956,0.048,Tunas,8,0,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1957,0.056,Tunas,8,0.028,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1958,0.064,Tunas,8,0.036,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1959,0.072,Tunas,8,0.044,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1960,0.08,Tunas,8,0.052,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1961,0.09,Tunas,8,0.06025,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1962,0.1,Tunas,8,0.06875,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1963,0.08,Tunas,8,0.07375,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1964,0.06,Tunas,8,0.07525,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1965,0.085,Tunas,8,0.078875,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1966,0.135,Tunas,8,0.08775,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1967,0.14,Tunas,8,0.09625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1968,0.12,Tunas,8,0.10125,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1969,0.115,Tunas,8,0.104375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1970,0.165,Tunas,8,0.1125,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1971,0.175,Tunas,8,0.124375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1972,0.195,Tunas,8,0.14125,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1973,0.23,Tunas,8,0.159375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1974,0.2,Tunas,8,0.1675,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1975,0.1,Tunas,8,0.1625,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1976,0.12,Tunas,8,0.1625,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1977,0.18,Tunas,8,0.170625,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1978,0.21,Tunas,8,0.17625,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1979,0.16,Tunas,8,0.174375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1980,0.19,Tunas,8,0.17375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1981,0.21,Tunas,8,0.17125,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1982,0.19,Tunas,8,0.17,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1983,0.18,Tunas,8,0.18,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1984,0.165,Tunas,8,0.185625,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1985,0.2,Tunas,8,0.188125,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1986,0.23,Tunas,8,0.190625,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1987,0.19,Tunas,8,0.194375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1988,0.305,Tunas,8,0.20875,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1989,0.355,Tunas,8,0.226875,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1990,0.215,Tunas,8,0.23,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1991,0.215,Tunas,8,0.234375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1992,0.24,Tunas,8,0.24375,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1993,0.215,Tunas,8,0.245625,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1994,0.29,Tunas,8,0.253125,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1995,0.235,Tunas,8,0.25875,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1996,0.255,Tunas,8,0.2525,Not Overfishing,98080,Overfishing
ALB South Pacific,Pacific,ALB,1997,0.28,Tunas,8,0.243125,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1998,0.37,Tunas,8,0.2625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,1999,0.245,Tunas,8,0.26625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2000,0.275,Tunas,8,0.270625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2001,0.375,Tunas,8,0.290625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2002,0.45,Tunas,8,0.310625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2003,0.355,Tunas,8,0.325625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2004,0.37,Tunas,8,0.34,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2005,0.4,Tunas,8,0.355,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2006,0.42,Tunas,8,0.36125,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2007,0.37,Tunas,8,0.376875,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2008,0.37,Tunas,8,0.38875,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2009,0.525,Tunas,8,0.4075,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2010,0.58,Tunas,8,0.42375,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2011,0.37,Tunas,8,0.425625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2012,0.46,Tunas,8,0.436875,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2013,0.455,Tunas,8,0.44375,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2014,0.41,Tunas,8,0.4425,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2015,0.38,Tunas,8,0.44375,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2016,0.345,Tunas,8,0.440625,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2017,0.345,Tunas,8,0.418125,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2018,0.345,Tunas,8,0.38875,Not Overfishing,98080,Not Overfishing
ALB South Pacific,Pacific,ALB,2019,0.345,Tunas,8,0.385625,Not Overfishing,98080,Not Overfishing
BET Atlantic,Atlantic,BET,1950,0,Tunas,7,0,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1951,0.01,Tunas,7,0,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1952,0.01,Tunas,7,0,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1953,0.01,Tunas,7,0,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1954,0.01,Tunas,7,0,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1955,0.02,Tunas,7,0,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1956,0.01,Tunas,7,0.01,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1957,0.04,Tunas,7,0.015714286,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1958,0.02,Tunas,7,0.017142857,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1959,0.03,Tunas,7,0.02,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1960,0.04,Tunas,7,0.024285714,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1961,0.06,Tunas,7,0.031428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1962,0.09,Tunas,7,0.041428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1963,0.15,Tunas,7,0.061428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1964,0.1,Tunas,7,0.07,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1965,0.14,Tunas,7,0.087142857,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1966,0.09,Tunas,7,0.095714286,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1967,0.15,Tunas,7,0.111428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1968,0.1,Tunas,7,0.117142857,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1969,0.21,Tunas,7,0.134285714,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1970,0.22,Tunas,7,0.144285714,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1971,0.28,Tunas,7,0.17,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1972,0.25,Tunas,7,0.185714286,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1973,0.33,Tunas,7,0.22,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1974,0.405,Tunas,7,0.256428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1975,0.35,Tunas,7,0.292142857,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1976,0.32,Tunas,7,0.307857143,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1977,0.46,Tunas,7,0.342142857,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1978,0.45,Tunas,7,0.366428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1979,0.365,Tunas,7,0.382857143,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1980,0.435,Tunas,7,0.397857143,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1981,0.525,Tunas,7,0.415,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1982,0.51,Tunas,7,0.437857143,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1983,0.45,Tunas,7,0.456428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1984,0.515,Tunas,7,0.464285714,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1985,0.495,Tunas,7,0.470714286,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1986,0.445,Tunas,7,0.482142857,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1987,0.375,Tunas,7,0.473571429,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1988,0.44,Tunas,7,0.461428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1989,0.505,Tunas,7,0.460714286,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1990,0.62,Tunas,7,0.485,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1991,0.85,Tunas,7,0.532857143,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1992,0.94,Tunas,7,0.596428571,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1993,1.295,Tunas,7,0.717857143,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1994,1.58,Tunas,7,0.89,Not Overfishing,76232,Not Overfishing
BET Atlantic,Atlantic,BET,1995,1.575,Tunas,7,1.052142857,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,1996,1.6,Tunas,7,1.208571429,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,1997,1.57,Tunas,7,1.344285714,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,1998,1.44,Tunas,7,1.428571429,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,1999,1.725,Tunas,7,1.540714286,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2000,1.445,Tunas,7,1.562142857,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2001,1.56,Tunas,7,1.559285714,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2002,1.415,Tunas,7,1.536428571,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2003,1.72,Tunas,7,1.553571429,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2004,2.01,Tunas,7,1.616428571,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2005,1.345,Tunas,7,1.602857143,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2006,1.135,Tunas,7,1.518571429,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2007,1.15,Tunas,7,1.476428571,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2008,0.975,Tunas,7,1.392857143,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2009,1.32,Tunas,7,1.379285714,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2010,1.395,Tunas,7,1.332857143,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2011,1.405,Tunas,7,1.246428571,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2012,1.285,Tunas,7,1.237857143,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2013,1.215,Tunas,7,1.249285714,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2014,1.305,Tunas,7,1.271428571,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2015,1.44,Tunas,7,1.337857143,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2016,1.5,Tunas,7,1.363571429,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2017,1.63,Tunas,7,1.397142857,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2018,1.63,Tunas,7,1.429285714,Overfishing,76232,Overfishing
BET Atlantic,Atlantic,BET,2019,1.63,Tunas,7,1.478571429,Overfishing,76232,Overfishing
BET Eastern Pacific,Pacific,BET,1950,0,Tunas,7,0,Not Overfishing,95490,Not Overfishing
BET Eastern Pacific,Pacific,BET,1951,0.007,Tunas,7,0,Not Overfishing,95490,Not Overfishing
BET Eastern Pacific,Pacific,BET,1952,0.014,Tunas,7,0,Not Overfishing,95490,Not Overfishing
BET Eastern Pacific,Pacific,BET,1953,0.02,Tunas,7,0,Not Overfishing,95490,Not Overfishing
BET Eastern Pacific,Pacific,BET,1954,0.027,Tunas,7,0,Not Overfishing,95490,Not Overfishing
BET Eastern Pacific,Pacific,BET,1955,0.034,Tunas,7,0,Not Overfishing,95490,Not Overfishing
BET Eastern Pacific,Pacific,BET,1956,0.041,Tunas,7,0.020428571,Not Overfishing,95490,Not Overfishing
